"id","kecamatan_id","kelurahan","kd_pos"
"1","1","Alue Bagok","23652"
"2","1","Alue Batee","23652"
"3","1","Alue Sundak","23652"
"4","1","Arongan","23652"
"5","1","Cot Buloh","23652"
"6","1","Cot Jurumudi","23652"
"7","1","Cot Kumbang","23652"
"8","1","Drien Rampak","23652"
"9","1","Gunong Pulo","23652"
"10","1","Karang Hampa","23652"
"11","1","Keub","23652"
"12","1","Kubu","23652"
"13","1","Pante Meutia","23652"
"14","1","Panton Bahagia","23652"
"15","1","Panton Makmur","23652"
"16","1","Peulanteu Lb","23652"
"17","1","Peuribu","23652"
"18","1","Rimba Langgeh","23652"
"19","1","Seuneubok Lueng","23652"
"20","1","Seuneubok Teungoh","23652"
"21","1","Simpang Peut","23652"
"22","1","Suak Bidok","23652"
"23","1","Suak Ie Beusou","23652"
"24","1","Suak Keumudee","23652"
"25","1","Teupin Peuraho","23652"
"26","1","Ujong Beusa","23652"
"27","1","Ujong Simpang","23652"
"28","2","Alue Bakong","23652"
"29","2","Alue Lhok","23652"
"30","2","Beurawang","23652"
"31","2","Blang Sibeutong","23652"
"32","2","Cot Keumuneng","23652"
"33","2","Cot Lada","23652"
"34","2","Gunong Panah","23652"
"35","2","Kuala Pling","23652"
"36","2","Kuta Padang","23652"
"37","2","Layung","23652"
"38","2","Liceh","23652"
"39","2","Peulanteu Sp","23652"
"40","2","Rambong","23652"
"41","2","Seumuleng","23652"
"42","2","Seuneubok Trap","23652"
"43","2","Suak Pangkat","23652"
"44","2","Ulee Blang","23652"
"45","3","Blang Berandang","23618"
"46","3","Drien Rampak","23617"
"47","3","Gampa","23611"
"48","3","Kampung Belakang","23611"
"49","3","Kampung Darat","23611"
"50","3","Kampung Pasir","23611"
"51","3","Kuta Padang","23614"
"52","3","Lapang","23618"
"53","3","Leuhan","23611"
"54","3","Padang Seurahet","23611"
"55","3","Panggong","23612"
"56","3","Pasar Aceh","23612"
"57","3","Rundeng","23616"
"58","3","Seuneubok","23611"
"59","3","Suak Nie","23611"
"60","3","Suak Raya","23611"
"61","3","Suak Ribee","23611"
"62","3","Suak Sigadeng","23611"
"63","3","Suwak Indrapuri","23611"
"64","3","Ujong Baroh","23615"
"65","3","Ujung Kalak","23613"
"66","4","Alue Lhee","23681"
"67","4","Alue Lhok","23681"
"68","4","Alue On","23681"
"69","4","Alue Peudeung","23681"
"70","4","Alue Tampak","23681"
"71","4","Babah Meulaboh","23681"
"72","4","Batu Jaya","23681"
"73","4","Beureugang","23681"
"74","4","Blang Dalam","23681"
"75","4","Blang Geunang","23681"
"76","4","Drien Calee","23681"
"77","4","Keude Aron","23681"
"78","4","Keude Tanjong","23681"
"79","4","Keuramat","23681"
"80","4","Marek","23681"
"81","4","Menuang Tanjong","23681"
"82","4","Mesjid","23681"
"83","4","Meunasah Ara","23681"
"84","4","Meunasah Buloh","23681"
"85","4","Meunasah Gantung","23681"
"86","4","Meunasah Rambot","23681"
"87","4","Meunasah Rayeuk","23681"
"88","4","Muko","23681"
"89","4","Padang Mancang","23681"
"90","4","Padang Sikabu","23681"
"91","4","Palimbungan","23681"
"92","4","Pasi Ara","23681"
"93","4","Pasi Jambu","23681"
"94","4","Pasi Jeumpa","23681"
"95","4","Pasi Kumbang","23681"
"96","4","Pasi Meugat","23681"
"97","4","Pasi Teungoh","23681"
"98","4","Peunia","23681"
"99","4","Pucok Pungkie","23681"
"100","4","Pungkie","23681"
"101","4","Putim","23681"
"102","4","Puuk","23681"
"103","4","Sawang Teubee","23681"
"104","4","Simpang","23681"
"105","4","Tanjong Bunga","23681"
"106","4","Tanjong Meulaboh","23681"
"107","4","Teuladan","23681"
"108","4","Teupin Panah","23681"
"109","4","Tumpok Ladang","23681"
"110","5","Balee","23615"
"111","5","Bukit Jaya","23615"
"112","5","Buloh","23615"
"113","5","Gunong Kleng","23615"
"114","5","Langung","23615"
"115","5","Mesjid Tuha","23615"
"116","5","Meureubo","23615"
"117","5","Pasi Aceh Baroh","23615"
"118","5","Pasi Aceh Tunong","23615"
"119","5","Pasi Mesjid","23615"
"120","5","Pasi Pinang","23615"
"121","5","Paya Baro Rp.","23615"
"122","5","Paya Peunaga","23615"
"123","5","Peunaga Cut Ujong","23615"
"124","5","Peunaga Pasi","23615"
"125","5","Peunaga Rayeuk","23615"
"126","5","Pucok Reudeup","23615"
"127","5","Pulo Teungoh Ranto","23615"
"128","5","Ranto Panyang Barat","23615"
"129","5","Ranto Panyang Timur","23615"
"130","5","Ranub Dong","23615"
"131","5","Reudeup","23615"
"132","5","Sumber Batu","23615"
"133","5","Ujong Drien","23615"
"134","5","Ujong Tanjong","23615"
"135","5","Ujong Tanoh Darat","23615"
"136","6","Alue Keumang","23681"
"137","6","Babah Iseung","23681"
"138","6","Babah Krueng Teklep","23681"
"139","6","Babah Lueng","23681"
"140","6","Berdikari","23681"
"141","6","Canggai","23681"
"142","6","Gunong Tarok","23681"
"143","6","Jambak","23681"
"144","6","Keude Suwak Awe","23681"
"145","6","Keutambang","23681"
"146","6","Krueng Beukah","23681"
"147","6","Lango","23681"
"148","6","Lawet","23681"
"149","6","Lhok Guci","23681"
"150","6","Lhok Sari","23681"
"151","6","Manjeng","23681"
"152","6","Menuang Kinco","23681"
"153","6","Pante Ceureumen (Pante Cermin)","23681"
"154","6","Pulo Teungoh Manyeng","23681"
"155","6","Sawang Rambot","23681"
"156","6","Seumantok","23681"
"157","6","Seumara","23681"
"158","6","Sikundo","23681"
"159","6","Suwak Awe","23681"
"160","6","Tegal Sari","23681"
"161","7","Antong","23681"
"162","7","Babah Krueng Manggie","23681"
"163","7","Baro Paya","23681"
"164","7","Blang Balee","23681"
"165","7","Blang Teungoh","23681"
"166","7","Cot Manggie","23681"
"167","7","Gampong Baro","23681"
"168","7","Gunung Mata Ie","23681"
"169","7","Kuala Manye","23681"
"170","7","Lek Lek","23681"
"171","7","Manggie","23681"
"172","7","Meutulang","23681"
"173","7","Mugo Cut","23681"
"174","7","Mugo Rayeuk","23681"
"175","7","Paya Baro Meuko","23681"
"176","7","Sibintang","23681"
"177","7","Tamping","23681"
"178","7","Tuwi Buya","23681"
"179","7","Ujong Raja","23681"
"180","8","Alue Raya","23652"
"181","8","Cot Amun","23652"
"182","8","Cot Darat","23652"
"183","8","Cot Lampise","23652"
"184","8","Cot Mesjid","23652"
"185","8","Cot Pluh","23652"
"186","8","Cot Seulamat","23652"
"187","8","Cot Seumeureng","23652"
"188","8","Deuah","23652"
"189","8","Gampong Cot","23652"
"190","8","Gampong Ladang","23652"
"191","8","Gampong Teungoh","23652"
"192","8","Keureuseng","23652"
"193","8","Krueng Tinggai","23652"
"194","8","Kuala Bubon","23652"
"195","8","Leukeun","23652"
"196","8","Lhok Bubon","23652"
"197","8","Lubok","23652"
"198","8","Mesjid Baro","23652"
"199","8","Pange","23652"
"200","8","Paya Lumpat","23652"
"201","8","Pinem","23652"
"202","8","Pucok Lueng","23652"
"203","8","Rangkileh","23652"
"204","8","Reusak","23652"
"205","8","Suak Geudubang","23652"
"206","8","Suak Pandan","23652"
"207","8","Suak Pante Breuh","23652"
"208","8","Suak Seukee","23652"
"209","8","Suak Seumaseh","23652"
"210","8","Suak Timah","23652"
"211","8","Ujong Nga","23652"
"212","9","Drien Sibak","23681"
"213","9","Gaseu","23683"
"214","9","Geudong","23681"
"215","9","Gleung","23683"
"216","9","Gunong Buloh","23683"
"217","9","Kajeung","23683"
"218","9","Lancong","23683"
"219","9","Leubok Beutong","23683"
"220","9","Lueng Baro","23683"
"221","9","Pungkie","23683"
"222","9","Ramitie","23683"
"223","9","Sakuy","23683"
"224","9","Sarah Perlak","23683"
"225","9","Sipot","23683"
"226","9","Tanoh Mirah","23683"
"227","9","Tungkop","23683"
"228","9","Tutut","23683"
"229","9","Tuwi Saya","23683"
"230","10","Alue Blang","23654"
"231","10","Alue Panyang","23654"
"232","10","Alue Sikaya","23654"
"233","10","Alue Sundak","23654"
"234","10","Aron Baroh","23654"
"235","10","Aron Tunong","23654"
"236","10","Bakat","23654"
"237","10","Blang Mee","23654"
"238","10","Cot Keumudee","23654"
"239","10","Cot Lagan BB/Cm","23654"
"240","10","Cot Murong","23654"
"241","10","Cot Situah","23654"
"242","10","Darul Huda","23654"
"243","10","Drin Mangko","23654"
"244","10","Gempa Raya","23654"
"245","10","Glee Siblah","23654"
"246","10","Gunong/Gunung Rambong","23654"
"247","10","Gunung Hampa","23654"
"248","10","Ie Itam Baroh","23654"
"249","10","Ie Itam Tunong","23654"
"250","10","Jawa","23654"
"251","10","Jawi","23654"
"252","10","Keuleumbah","23654"
"253","10","Kuala Bhee","23654"
"254","10","Lhung Tgk Yah","23654"
"255","10","Lueng Buloh","23654"
"256","10","Lueng Jawa","23654"
"257","10","Lueng Tanoh Tho","23654"
"258","10","Padang Jawa","23654"
"259","10","Panton","23654"
"260","10","Pasi Aceh","23654"
"261","10","Pasi Ara Kb","23654"
"262","10","Pasi Birah","23654"
"263","10","Pasi Lunak","23654"
"264","10","Pasi Pandan","23654"
"265","10","Paya Dua","23654"
"266","10","Paya Luah","23654"
"267","10","Pulo Ie","23654"
"268","10","Ranto Panyang","23654"
"269","10","Seumantok","23654"
"270","10","Suak Tring","23654"
"271","10","Teumarom","23654"
"272","10","Tingkeum Panyang","23654"
"273","11","Alue Keumuneng","23682"
"274","11","Alue Leuhob","23682"
"275","11","Alue Perman","23682"
"276","11","Blang Cot Mameh","23682"
"277","11","Blang Cot Rubek","23682"
"278","11","Blang Luah","23682"
"279","11","Cot Lagan Lm","23682"
"280","11","Cot Rambong","23682"
"281","11","Ie Sayang","23682"
"282","11","Karak","23682"
"283","11","Kulam Kaju","23682"
"284","11","Leubok Pasi Ara","23682"
"285","11","Lhok Malee","23682"
"286","11","Lueng Baro","23682"
"287","11","Mon Pasong","23682"
"288","11","Napai","23682"
"289","11","Pasi Jeut","23682"
"290","11","Pasi Malee","23682"
"291","11","Pasi Mali","23682"
"292","11","Pasi Panyang","23682"
"293","11","Peuluekung","23682"
"294","11","Simpang Teumarom","23682"
"295","11","Ulee Pasi Ara","23682"
"296","11","Ulee Pulo","23682"
"297","12","Alue Bilie","23682"
"298","12","Alue Empeuk","23682"
"299","12","Alue Kuyuen","23682"
"300","12","Alue Meuganda","23682"
"301","12","Alue Seuralen","23682"
"302","12","Blang Dalam","23682"
"303","12","Blang Luah Kb","23682"
"304","12","Blang Makmur","23682"
"305","12","Buket Meugajah (Bukit Megajah)","23682"
"306","12","Cot Punti","23682"
"307","12","Gampong Baro Kb","23682"
"308","12","Gampong Baro Wt","23682"
"309","12","Gunong Panyang","23682"
"310","12","Kubu Capang (Keubeu Capang)","23682"
"311","12","Leubok/Lubok Panyang","23682"
"312","12","Pasi Ara Wt","23682"
"313","12","Pasi Janeng","23682"
"314","12","Paya Baro","23682"
"315","12","Paya Meugeundrang","23682"
"316","12","Rambong","23682"
"317","12","Rambong Pinto","23682"
"318","12","Seuneubok Dalam","23682"
"319","12","Seuradeuk","23682"
"320","12","Tangkeh","23682"
"321","12","Teumiket Ranom","23682"
"322","12","Tuwi Empeuk","23682"
"323","13","Alue Jeureujak (Jerjak)","23767"
"324","13","Alue Peunawa","23767"
"325","13","Blang Dalam","23767"
"326","13","Gunung Samarinda","23767"
"327","13","Ie Merah","23767"
"328","13","Pantee Cermin","23767"
"329","13","Pantee Rakyat","23767"
"330","14","Alue Manggota (Alum Anggota)","23764"
"331","14","Baharu","23764"
"332","14","Cot Jeurat","23764"
"333","14","Geulumpang Payong","23764"
"334","14","Gudang","23764"
"335","14","Guhang","23764"
"336","14","Kedai / Keude Paya","23764"
"337","14","Kedai / Keude Siblah","23764"
"338","14","Kuta Bahagia","23764"
"339","14","Kuta Tinggi","23764"
"340","14","Kuta Tuha","23764"
"341","14","Lamkuta","23764"
"342","14","Lhung Asan","23764"
"343","14","Lhung Tarok","23764"
"344","14","Mata Ie","23764"
"345","14","Meudang Ara","23764"
"346","14","Panton Raya","23764"
"347","14","Pasar Blang Pidie","23764"
"348","14","Seunaloh","23764"
"349","15","Alue Rambot","23764"
"350","15","Alue Sungai Pinang","23764"
"351","15","Asoe Nanggroe (Aso Nanggro)","23764"
"352","15","Baru","23764"
"353","15","Cot Mane","23764"
"354","15","Iku Lhung","23764"
"355","15","Kuta Jeumpa","23764"
"356","15","Kuta Makmur","23764"
"357","15","Ladang Neubok","23764"
"358","15","Padang Geulumpang","23764"
"359","16","Alue Padee","23766"
"360","16","Alue Pisang","23766"
"361","16","Blang Makmur","23766"
"362","16","Blang Panyang","23766"
"363","16","Gelanggang Gajah","23766"
"364","16","Ie Mameh","23766"
"365","16","Kampung Tengah","23766"
"366","16","Keudee Baro","23766"
"367","16","Kota Bahagia","23766"
"368","16","Krueng Batee","23766"
"369","16","Kuala Terubue","23766"
"370","16","Lama Tuha","23766"
"371","16","Lhok Gajah","23766"
"372","16","Lhung Gelumpang","23766"
"373","16","Muka Blang","23766"
"374","16","Padang Sikabu","23766"
"375","16","Panto Cut","23766"
"376","16","Pasar Kuta Bahagia","23766"
"377","17","Cot Bak-U","23762"
"378","17","Geulanggang Batee","23762"
"379","17","Kuta Paya","23762"
"380","17","Meunasah Sukon","23762"
"381","17","Meunasah Teungoh / Tengah","23762"
"382","17","Meurandeh","23762"
"383","17","Padang Keulele/Kelele","23762"
"384","17","Suka Damai","23762"
"385","17","Ujung Tanah","23762"
"386","18","Alue Rambot","23762"
"387","18","Blang Manggeng","23762"
"388","18","Keudei","23762"
"389","18","Ladang Panah","23762"
"390","18","Ladang Tuha I","23762"
"391","18","Ladang Tuha II","23762"
"392","18","Lhok Pawoh","23762"
"393","18","Lhok Puntol","23762"
"394","18","Lhong Baro","23762"
"395","18","Padang","23762"
"396","18","Pante Pirak","23762"
"397","18","Pante Raja","23762"
"398","18","Pantom Makmur","23762"
"399","18","Paya","23762"
"400","18","Pusu Ingin Raya","23762"
"401","18","Sejahtera","23762"
"402","18","Seuneulop","23762"
"403","18","Teungoh","23762"
"404","18","Tokoh","23762"
"405","18","Ujung Tanah","23762"
"406","19","Alue Dama","23763"
"407","19","Lhang","23763"
"408","19","Pesisir Mon Mameh","23763"
"409","19","Pisang","23763"
"410","19","Rambong","23763"
"411","19","Tangan Tangan Cut","23763"
"412","19","Ujung Tanah","23763"
"413","20","Baharu","23765"
"414","20","Barat","23765"
"415","20","Blang Dalam","23765"
"416","20","Cot Mancang","23765"
"417","20","Durian Jangek","23765"
"418","20","Durian Rampak","23765"
"419","20","Gadang","23765"
"420","20","Kedai Palak Kerambil","23765"
"421","20","Kedai Susoh","23765"
"422","20","Kepala Bandar","23765"
"423","20","Ladang","23765"
"424","20","Lampoh Drien","23765"
"425","20","Meunasah","23765"
"426","20","Padang Baru","23765"
"427","20","Padang Hilir","23765"
"428","20","Padang Panjang","23765"
"429","20","Palak Hilir","23765"
"430","20","Palak Hulu","23765"
"431","20","Panjang Baru","23765"
"432","20","Pantai Perak","23765"
"433","20","Pawoh","23765"
"434","20","Pinang","23765"
"435","20","Pulau Kayu","23765"
"436","20","Rubek Meupayong","23765"
"437","20","Rumah Dua Lapis","23765"
"438","20","Rumah Panjang","23765"
"439","20","Tangah","23765"
"440","20","Ujung Padang","23765"
"441","21","Adan","23763"
"442","21","Bineh Krueng","23763"
"443","21","Blang Padang","23763"
"444","21","Drien Jalo","23763"
"445","21","Drien Kipah","23763"
"446","21","Gunung Cut","23763"
"447","21","Kuta Bak Drien/Drin","23763"
"448","21","Mesjid","23763"
"449","21","Padang Bak Jeumpa / Jumpa","23763"
"450","21","Padang Jaklok (Bakjok)","23763"
"451","21","Padang Kawa","23763"
"452","21","Pante Geulumpang","23763"
"453","21","Suak Labu","23763"
"454","21","Suak Nibong","23763"
"455","22","Baet","23373"
"456","22","Blang Krueng","23373"
"457","22","Cadek","23373"
"458","22","Cot Paya","23373"
"459","22","Kajhu","23373"
"460","22","Klieng Cot Aron","23373"
"461","22","Klieng Meuria","23373"
"462","22","Labui","23373"
"463","22","Lam Asan","23373"
"464","22","Lam Bada Lhok","23373"
"465","22","Lam Ujong","23373"
"466","22","Lampineung","23373"
"467","22","Miruk Lam Reudeup","23373"
"468","23","Bueng Pageu","23362"
"469","23","Bueng Sidom","23371"
"470","23","Cot Bagie","23362"
"471","23","Cot Geundreut","23372"
"472","23","Cot Ho-Ho","23362"
"473","23","Cot Jambo","23362"
"474","23","Cot Karieng","23371"
"475","23","Cot Leu-Ot","23362"
"476","23","Cot Madhi/Madi","23371"
"477","23","Cot Malem","23371"
"478","23","Cot Mancang","23362"
"479","23","Cot Meulangen","23362"
"480","23","Cot Mon Raya","23372"
"481","23","Cot Nambak","23362"
"482","23","Cot Puklat","23372"
"483","23","Cot Rumpun","23362"
"484","23","Cot Sayun","23362"
"485","23","Data Makmur","23362"
"486","23","Empee Bata","23362"
"487","23","Kampung Blang","23362"
"488","23","Kayee Kunyet","23362"
"489","23","Lam Siem","23362"
"490","23","Lamme","23372"
"491","23","Meulayo (Melayo)","23372"
"492","23","Paya Ue (Paya U)","23372"
"493","23","Teupin Batee","23362"
"494","24","Bayu","23352"
"495","24","Daroy Kameu","23352"
"496","24","Deunong","23352"
"497","24","Garot Geuceu","23352"
"498","24","Geundrieng","23352"
"499","24","Gue Gajah","23352"
"500","24","Jeumpet Ajuen/Ajun","23352"
"501","24","Kandang","23352"
"502","24","Kuta Karang","23352"
"503","24","Lagang","23352"
"504","24","Lam Bheu","23352"
"505","24","Lam Blang Manyang","23352"
"506","24","Lam Blang Trieng","23352"
"507","24","Lam Kawe","23352"
"508","24","Lamcot","23352"
"509","24","Lampasi Engking","23352"
"510","24","Lampeuneuen","23352"
"511","24","Lampeuneurut Gampong","23352"
"512","24","Lampeuneurut Ujong Blang","23352"
"513","24","Lamreung","23352"
"514","24","Lamsidaya","23352"
"515","24","Lamsiteh","23352"
"516","24","Lamtheun","23352"
"517","24","Leu Ue (Mata Ie)","23352"
"518","24","Leugeu","23352"
"519","24","Lheu Blang","23352"
"520","24","Pasheu Beutong","23352"
"521","24","Payaroh","23352"
"522","24","Punie","23352"
"523","24","Tingkeum","23352"
"524","24","Ulee Lueng","23352"
"525","24","Ulee Tui/Thui","23352"
"526","25","Bilui/Biluy","23352"
"527","25","Blang Kiree","23352"
"528","25","Empetring (Empee Trieng)","23352"
"529","25","Lam Bleut","23352"
"530","25","Lambaro Biluy","23352"
"531","25","Lambatee","23352"
"532","25","Lamkunyet","23352"
"533","25","Lamsod","23352"
"534","25","Lamtadok","23352"
"535","25","Lhang","23352"
"536","25","Manee Dayah","23352"
"537","25","Neusok","23352"
"538","25","Teubalui","23352"
"539","25","Turam","23352"
"540","26","Angan","23373"
"541","26","Beurabung","23373"
"542","26","Gampong Blang","23373"
"543","26","Gampong Cot","23373"
"544","26","Krueng Kalee","23373"
"545","26","Lam Asan","23373"
"546","26","Lam Biheu","23373"
"547","26","Lam Bitra","23373"
"548","26","Lam Duroy","23373"
"549","26","Lam Gawee","23373"
"550","26","Lam Keunung","23373"
"551","26","Lam Klat","23373"
"552","26","Lam Peudaya","23373"
"553","26","Lam Puja","23373"
"554","26","Lam Puuk","23373"
"555","26","Lam Reh","23373"
"556","26","Lam Timpeung","23373"
"557","26","Lam Ujong","23373"
"558","26","Lambada Peukan","23373"
"559","26","Lambaro Sukon","23373"
"560","26","Lambiheu Siem","23373"
"561","26","Lie Eue","23373"
"562","26","Limpok","23373"
"563","26","Miruek Taman","23373"
"564","26","Seuleu","23373"
"565","26","Siem","23373"
"566","26","Tanjong Seulamat","23373"
"567","26","Tanjung Deyah","23373"
"568","26","Tungkop","23373"
"569","27","Aneuk Glee","23363"
"570","27","Cot Kareung","23363"
"571","27","Cureh","23363"
"572","27","Empee Ara","23363"
"573","27","Grot Meunasah Baro","23363"
"574","27","Grot Meunasah Blang","23363"
"575","27","Grot Meunasah Manyang","23363"
"576","27","Indrapuri","23363"
"577","27","Jruek Bak Kreh","23363"
"578","27","Jruek Balee","23363"
"579","27","Krueng Lamkareung","23363"
"580","27","Lam Beutong","23363"
"581","27","Lam Ilie Ganto","23363"
"582","27","Lam Ilie Mesjid","23363"
"583","27","Lam Ilie Teungoh","23363"
"584","27","Lam Lueng","23363"
"585","27","Lam Siot","23363"
"586","27","Lambunot","23363"
"587","27","Lamleubok","23363"
"588","27","Lampanah Baro","23363"
"589","27","Lampanah Dayah","23363"
"590","27","Lampanah Ranjo","23363"
"591","27","Lampanah Teungoh","23363"
"592","27","Lampanah Tunong","23363"
"593","27","Lampupok Baro","23363"
"594","27","Lampupok Raya","23363"
"595","27","Lheue Jeumpa","23363"
"596","27","Limo Blang","23363"
"597","27","Limo Lamluweung (Lamlueng)","23363"
"598","27","Limo Mesjid","23363"
"599","27","Lingom","23363"
"600","27","Manggra","23363"
"601","27","Meunara","23363"
"602","27","Meusalee Lhok","23363"
"603","27","Mon Alue","23363"
"604","27","Mureu Baro","23363"
"605","27","Mureu Bueng-Ue","23363"
"606","27","Mureu Lam Glumpang","23363"
"607","27","Mureu Ulee Titi","23363"
"608","27","Pasar Indrapuri","23363"
"609","27","Reukih Dayah","23363"
"610","27","Reukih Keupula","23363"
"611","27","Riting","23363"
"612","27","Seot/Seuot Baroh","23363"
"613","27","Seot/Seuot Tunong","23363"
"614","27","Seulangai","23363"
"615","27","Seureumo","23363"
"616","27","Sihom Cot","23363"
"617","27","Sihom Lhok","23363"
"618","27","Sinyeu","23363"
"619","27","Ulee Kareung","23363"
"620","27","Ulee Oe","23363"
"621","28","Ajee Cut","23371"
"622","28","Ajee Pagar Air","23371"
"623","28","Ajee Rayeuk","23371"
"624","28","Ateuk Anggok","23371"
"625","28","Ateuk Lueng Ie","23371"
"626","28","Bada","23371"
"627","28","Bakoy","23371"
"628","28","Bineeh Blang","23371"
"629","28","Bung Ceukok","23371"
"630","28","Cot Alue","23371"
"631","28","Cot Bada","23371"
"632","28","Cot Got","23371"
"633","28","Cot Montiwan","23371"
"634","28","Cot Suruy","23371"
"635","28","Dham Ceukok","23371"
"636","28","Dham Pulo","23371"
"637","28","Gani","23371"
"638","28","Jurong Peujeura","23371"
"639","28","Kalut","23371"
"640","28","Kayee Lee","23371"
"641","28","lam Cot","23371"
"642","28","Lam Sinyeu","23371"
"643","28","Lam Teungoh","23371"
"644","28","Lam Ue","23371"
"645","28","Lambada","23371"
"646","28","Lambaro","23371"
"647","28","Lamdaya","23371"
"648","28","Lampreh L. Teungoh","23371"
"649","28","Lampreh Lam Jamprok","23371"
"650","28","Lhok Sukon","23371"
"651","28","Lubok Gapuy","23371"
"652","28","Lubuk Batee","23371"
"653","28","Meunasah Baro","23371"
"654","28","Meunasah Dayah","23371"
"655","28","Meunasah Krueng","23371"
"656","28","Meunasah Manyang LG","23371"
"657","28","Meunasah Manyang Pagar Air","23371"
"658","28","Meunasah Manyet","23371"
"659","28","Meunasah Teutong","23371"
"660","28","Paleuh Blang","23371"
"661","28","Paleuh Pulo","23371"
"662","28","Pantee","23371"
"663","28","Pasie LG","23371"
"664","28","Pasie Lubok","23371"
"665","28","Reuloh","23371"
"666","28","Santan","23371"
"667","28","Siron","23371"
"668","28","Tanjong","23371"
"669","28","Teubang Phui","23371"
"670","28","Ujong XII","23371"
"671","29","Bak Sukon","23363"
"672","29","Bandasafa","23363"
"673","29","Barih Lhok","23363"
"674","29","Bithak","23363"
"675","29","Bueng Simek","23363"
"676","29","Cot Bayu","23363"
"677","29","Glee Jai","23363"
"678","29","Ie Alang Dayah","23363"
"679","29","Ie Alang Lam Ghui","23363"
"680","29","Ie Alang Lam Kreumeuh (Keureumeun)","23363"
"681","29","Ie Alang Mesjid","23363"
"682","29","Keumireu","23363"
"683","29","Keuruweung Blang","23363"
"684","29","Keuruweung Krueng","23363"
"685","29","Lam Aling/Alieng","23363"
"686","29","Lam Beugak","23363"
"687","29","Lam Kleng/Kleeng","23363"
"688","29","Lam Leuot","23363"
"689","29","Lam Leupung","23363"
"690","29","Lampakuk","23363"
"691","29","Lampoh Raja","23363"
"692","29","Lamsie (Lamsiem)","23372"
"693","29","Lamtui","23363"
"694","29","Leupung Baleu/Balee","23363"
"695","29","Leupung Bruk/Bruek","23363"
"696","29","Maheng","23363"
"697","29","Pakuk","23363"
"698","29","Pasar Lampakuk","23363"
"699","29","Sigapang","23363"
"700","29","Siron Blang","23363"
"701","29","Siron Krueng","23363"
"702","29","Tutui/Tutue","23363"
"703","30","Awee","23917"
"704","30","Barueh","23911"
"705","30","Beung","23917"
"706","30","Bukit Meusara","23919"
"707","30","Cucum","23918"
"708","30","Data Cut","23917"
"709","30","Jalin","23915"
"710","30","Jantho","23912"
"711","30","Jantho Baru","23917"
"712","30","Jantho Makmur","23917"
"713","30","Suka Tani","23917"
"714","30","Teureubeh","23913"
"715","30","Weu","23917"
"716","31","Bughu","23363"
"717","31","Lam Ara Cut","23363"
"718","31","Lam Ara Engkit","23363"
"719","31","Lam Ara Tunong","23363"
"720","31","Lambaro Samahani","23363"
"721","31","Lamsiteh Cot","23363"
"722","31","Leupung Cut","23363"
"723","31","Leupung Rayeuk","23363"
"724","31","Leupung Riwat","23363"
"725","31","Lubok Batee","23363"
"726","31","Lubok Buni","23363"
"727","31","Reuleung Geulumpang","23363"
"728","31","Reuleung Karieng","23363"
"729","31","Teudayah","23363"
"730","31","Tumbo Baro","23363"
"731","32","Gla Deyah","23371"
"732","32","Gla Meunasah Baro","23371"
"733","32","Lam Gapang","23371"
"734","32","Lampermei (Lampermee)","23371"
"735","32","Lueng Ie","23371"
"736","32","Meunasah Baet","23371"
"737","32","Meunasah Baktrieng","23371"
"738","32","Meunasah Intan","23371"
"739","32","Meunasah Manyang","23371"
"740","32","Meunasah Papeun","23371"
"741","32","Miruk","23371"
"742","32","Rumpet","23371"
"743","33","Aron","23372"
"744","33","Babah Jurong","23372"
"745","33","Bak Buloh","23372"
"746","33","Beurangong","23372"
"747","33","Bueng Bak Jok","23372"
"748","33","Cot Beut","23372"
"749","33","Cot Cut","23372"
"750","33","Cot Lamme","23372"
"751","33","Cot Mancang","23372"
"752","33","Cot Masam","23372"
"753","33","Cot Peutano","23372"
"754","33","Cot Preh","23372"
"755","33","Cot Raya","23372"
"756","33","Cot Yang","23372"
"757","33","Cucum","23372"
"758","33","Deyah","23372"
"759","33","Gue","23372"
"760","33","Krueng Anoi","23372"
"761","33","Lam Alue Cut","23372"
"762","33","Lam Alue Raya","23372"
"763","33","Lam Asan","23372"
"764","33","Lam Baet","23372"
"765","33","Lam Bunot Paya","23372"
"766","33","Lam Bunot Tanoh","23372"
"767","33","Lam Glumpang/Geulumpang","23372"
"768","33","Lam Neuheun","23372"
"769","33","Lam Raya","23372"
"770","33","Lam Sabang","23372"
"771","33","Lam Seunong","23372"
"772","33","Lam Trieng","23372"
"773","33","Lambro Bileu","23372"
"774","33","Lambro Deyah","23372"
"775","33","Lamceu","23372"
"776","33","Lampoh Keudee","23372"
"777","33","Lampoh Tarom","23372"
"778","33","Lampuuk","23372"
"779","33","Lamroh","23372"
"780","33","Lamteubee Geupula","23372"
"781","33","Lamteubee Mon Ara","23372"
"782","33","Leupung Mesjid","23372"
"783","33","Leupung Ulee Alue","23372"
"784","33","Meunasah Bak Trieng","23372"
"785","33","Puuk","23372"
"786","33","Rabeu","23372"
"787","33","Seupeu","23372"
"788","33","Tumpok Lampoh","23372"
"789","33","Ujong Blang","23372"
"790","34","Lam Kubu","23952"
"791","34","Lambaro Tunong","23952"
"792","34","Lamtamot","23952"
"793","34","Lon Asan","23952"
"794","34","Lon Baroh","23952"
"795","34","Panca","23952"
"796","34","Panca Kubu","23952"
"797","34","Paya Keureuleh","23952"
"798","34","Saree Aceh","23952"
"799","34","Suka Mulya (Sukamulia)","23952"
"800","34","Sukadamai","23952"
